"distance","cab_type","time_stamp","destination","source","price","surge_multiplier","id","product_id","name"
"3.24","Lyft","1543774987499","Northeastern University","North Station","11","1","174b960d-58f1-4dfd-8672-8b43f13726a7","lyft","Lyft"
"3.24","Lyft","1544816705598","Northeastern University","North Station","19.5","1","1d34b421-4ee7-4ec5-bba5-265f43b91a4e","lyft_premier","Lux"
"3.24","Lyft","1543743182105","Northeastern University","North Station","26","1","72fb8672-a823-447e-ae15-fd51aef9db66","lyft_lux","Lux Black"
"3.24","Lyft","1544747410816","Northeastern University","North Station","16.5","1","e61386a3-b205-49b4-b064-990b124ecfa2","lyft_plus","Lyft XL"
"1.76","Lyft","1543400227398","South Station","North Station","5","1","0c26c153-a58d-419d-b557-37cfad67585c","lyft_line","Shared"
"1.76","Lyft","1544963414097","South Station","North Station","9","1","104ced5c-1c1b-4021-94bb-b21af453399a","lyft","Lyft"
"1.76","Lyft","1544920811287","South Station","North Station","16.5","1","1cf8a0a5-d871-41ba-91c7-53658851501e","lyft_premier","Lux"
"1.76","Lyft","1544883309320","South Station","North Station","26","1","5e990c7a-8f5c-4583-812c-b6200dd018f6","lyft_luxsuv","Lux Black XL"
"1.76","Lyft","1543312822029","South Station","North Station","13.5","1","bd1d5b1a-ed7f-4fc8-8fd1-9236a5de403e","lyft_plus","Lyft XL"
"1.76","Lyft","1543421288000","South Station","North Station","19.5","1","c7a2284b-2f7b-49a8-8d5b-90e1ebe18a1f","lyft_lux","Lux Black"
"0.71","Lyft","1543666982457","West End","Haymarket Square","7","1","2e0059db-945e-4615-9f87-46b8966d62f2","lyft","Lyft"
"0.71","Lyft","1543243090567","West End","Haymarket Square","9","1","77667337-1484-497d-a0d2-2844126c2517","lyft_plus","Lyft XL"
"0.71","Lyft","1543718284659","West End","Haymarket Square","10.5","1","c03b25ba-1d74-4522-8f3b-feb4bebcb4c7","lyft_premier","Lux"
"0.71","Lyft","1543514583808","West End","Haymarket Square","3","1","fa00bcf3-78f7-4b62-b133-c3190a85edab","lyft_line","Shared"
"1.23","Lyft","1543823577493","Theatre District","Haymarket Square","5","1","33d90ba7-60f5-4da1-afc3-39d4d038f7ec","lyft_line","Shared"
"1.23","Lyft","1543236069468","Theatre District","Haymarket Square","13.5","1","6c936f6d-c587-49ae-bb39-5aeb54eff756","lyft_premier","Lux"
"1.23","Lyft","1543807082043","Theatre District","Haymarket Square","11","1","8b905a5a-c626-42a6-b23b-eae7c7b689a3","lyft_plus","Lyft XL"
"1.23","Lyft","1543446220644","Theatre District","Haymarket Square","26","1","c8c093f0-960b-4668-b1f6-1e42dcf6bd6b","lyft_luxsuv","Lux Black XL"
"1.23","Lyft","1543282941895","Theatre District","Haymarket Square","16.5","1","ee029d73-c9ad-463d-a15e-ba20fac8c292","lyft_lux","Lux Black"
"1.23","Lyft","1543852985839","Theatre District","Haymarket Square","7","1","f76a05b7-60a7-4df5-94b9-de16881691ca","lyft","Lyft"
"1.16","Lyft","1543831981297","Beacon Hill","Haymarket Square","7","1","09740fbe-a03b-48df-a25a-6a01d4fc30e7","lyft","Lyft"
"1.16","Lyft","1543820582501","Beacon Hill","Haymarket Square","13.5","1","2ff1a200-7c68-4813-9141-af7eeb93b37d","lyft_plus","Lyft XL"
"1.16","Lyft","1543603386099","Beacon Hill","Haymarket Square","26","1","395294c8-4b2b-4cde-aaf9-3ac478cfddc3","lyft_luxsuv","Lux Black XL"
"1.16","Lyft","1543786383705","Beacon Hill","Haymarket Square","13.5","1","59481bfd-d72d-4d6d-af73-8006fc872948","lyft_premier","Lux"
"1.16","Lyft","1545036606996","Beacon Hill","Haymarket Square","5","1","aa1f01a1-f54a-4978-b266-a14f877baad1","lyft_line","Shared"
"1.16","Lyft","1543410387439","Beacon Hill","Haymarket Square","16.5","1","b4d6e3a6-8fce-4863-9674-e3abb49c53db","lyft_lux","Lux Black"
"2.82","Lyft","1543542476058","West End","Fenway","22.5","1","60f7fd10-aa55-42a8-9b19-2f8bb457459b","lyft_lux","Lux Black"
"2.82","Lyft","1545134405195","West End","Fenway","16.5","1","7827cd75-7987-4f1b-a012-ab92c820c6c4","lyft_plus","Lyft XL"
"2.82","Lyft","1543398374702","West End","Fenway","10.5","1","ea5d697f-425a-421c-a680-20bc8b36384e","lyft","Lyft"
"2.82","Lyft","1543280961891","West End","Fenway","32.5","1","fbe5b6f4-7771-4fed-93d9-350febdc20c2","lyft_luxsuv","Lux Black XL"
"2.82","Lyft","1544982903563","West End","Fenway","19.5","1","fbe75666-8d95-404f-a2d2-56c1f94eb99a","lyft_premier","Lux"
"2.82","Lyft","1544685910496","West End","Fenway","7","1","ff49381b-9947-4a40-b100-ca58020e0dbe","lyft_line","Shared"
"1.75","Lyft","1543443221881","Haymarket Square","Theatre District","22.5","1","175688b5-eef3-411f-8240-9a1c350571fb","lyft_lux","Lux Black"
"1.75","Lyft","1543795980646","Haymarket Square","Theatre District","7","1","4e562e2e-a33b-4b23-8520-04993ae604c4","lyft_line","Shared"
"1.75","Lyft","1543487882810","Haymarket Square","Theatre District","13.5","1","70cdb7c1-c32f-472d-a3e4-08fb85fadce7","lyft_plus","Lyft XL"
"1.75","Lyft","1543783081168","Haymarket Square","Theatre District","16.5","1","7c77ccb6-4675-4924-a223-be3481568077","lyft_premier","Lux"
"1.75","Lyft","1544783703771","Haymarket Square","Theatre District","27.5","1","c5befa48-631f-4d99-b936-72b01743fe22","lyft_luxsuv","Lux Black XL"
"1.75","Lyft","1545078016001","Haymarket Square","Theatre District","9","1","e31be055-d8b8-4cfe-9387-7939258f2f72","lyft","Lyft"
"2.36","Lyft","1544898910112","Fenway","Beacon Hill","9","1","0b521d97-1529-4012-8e46-cb6fffd2751d","lyft","Lyft"
"2.36","Lyft","1543444719063","Fenway","Beacon Hill","30","1","12fa8f8a-9c69-43e0-b604-4206fd4df703","lyft_luxsuv","Lux Black XL"
"2.36","Lyft","1543428849389","Fenway","Beacon Hill","16.5","1","1aa04d78-8630-4f30-be6a-0bec07eeabd6","lyft_premier","Lux"
"2.36","Lyft","1543236429575","Fenway","Beacon Hill","13.5","1","6bbc0189-5faa-4e8e-9dd8-fb36d9848cab","lyft_plus","Lyft XL"
"2.36","Lyft","1544784303610","Fenway","Beacon Hill","22.5","1","7eca01e2-0c21-4336-9218-741b274d26a7","lyft_lux","Lux Black"
"2.36","Lyft","1543246690253","Fenway","Beacon Hill","7","1","a9847c3d-2766-4908-80e1-c96667268463","lyft_line","Shared"
"1.02","Lyft","1543320922386","North End","North Station","13.5","1","0dabfd02-5bf7-4cf0-94be-a10d1b3bba9a","lyft_premier","Lux"
"1.02","Lyft","1543275374692","North End","North Station","26","1","8f06de18-0c51-4021-a601-963d4d04ac5c","lyft_luxsuv","Lux Black XL"
"1.02","Lyft","1544678403606","North End","North Station","16.5","1","d0af528b-c6f7-4d83-a0b7-cd02eb17f880","lyft_lux","Lux Black"
"1.02","Lyft","1544972111793","North End","North Station","11","1","d2bac749-6eef-4325-9f28-de2db6c8449c","lyft_plus","Lyft XL"
"1.17","Lyft","1544701809288","Haymarket Square","Financial District","16.5","1","2012f0d4-7227-4bd1-9cb9-8555a0ec7b7f","lyft_lux","Lux Black"
"1.17","Lyft","1544853606131","Haymarket Square","Financial District","13.5","1","784dc2b4-b454-4f58-8865-043a1f2f9e4c","lyft_premier","Lux"
"1.17","Lyft","1543435147680","Haymarket Square","Financial District","5","1","83b8d4f4-516a-48ee-9c1c-6d358ba9e4b7","lyft_line","Shared"
"1.17","Lyft","1544968503617","Haymarket Square","Financial District","27.5","1","9e502957-dbc0-4296-af7e-fd01a295fffb","lyft_luxsuv","Lux Black XL"
"1.17","Lyft","1543584477278","Haymarket Square","Financial District","7","1","c4e49271-0f00-4743-a2c5-95ec39b83fde","lyft","Lyft"
"1.17","Lyft","1543286722302","Haymarket Square","Financial District","10.5","1","f91aa276-39be-4562-a9bb-d47a4caf9b27","lyft_plus","Lyft XL"
"1.4","Lyft","1543271170503","Fenway","Back Bay","7","1","2382ce6b-74f7-4879-b00b-80e2c995f779","lyft","Lyft"
"1.4","Lyft","1543323623851","Fenway","Back Bay","3","1","5cb71089-07a9-4ff9-9afb-54080d512da0","lyft_line","Shared"
"1.4","Lyft","1543752483283","Fenway","Back Bay","13.5","1","65a3dd83-4773-4172-93e2-2620dc42e92e","lyft_premier","Lux"
"1.4","Lyft","1544919913115","Fenway","Back Bay","16.5","1","9277e4fa-e696-415e-b2e0-94dfd395925d","lyft_lux","Lux Black"
"1.4","Lyft","1543730276358","Fenway","Back Bay","10.5","1","9799b1e2-f62a-45c9-8326-ccbba69994af","lyft_plus","Lyft XL"
"1.4","Lyft","1543672380001","Fenway","Back Bay","27.5","1","bac0c1d3-2bd0-4bd9-aabc-a18d1d5bf6bc","lyft_luxsuv","Lux Black XL"
"1.01","Lyft","1543458908886","North Station","North End","16.5","1","1a2cacd5-b9e8-4b2e-b27c-19e7144f10ee","lyft_lux","Lux Black"
"1.01","Lyft","1545132904042","North Station","North End","7","1","4d0ebe87-60d1-43ad-86e3-e06550857e1d","lyft","Lyft"
"1.01","Lyft","1545121505272","North Station","North End","5","1","6b5c1ecb-3216-445f-96f7-fc9694364a0a","lyft_line","Shared"
"1.01","Lyft","1543211401302","North Station","North End","13.5","1","8e5b8d23-f08a-4301-bfc4-26d624585214","lyft_premier","Lux"
"1.01","Lyft","1543350621536","North Station","North End","27.5","1","9afde07b-18e7-4889-94d7-1e15810d9b56","lyft_luxsuv","Lux Black XL"
"1.01","Lyft","1543687976411","North Station","North End","10.5","1","f8ab1b64-d303-4001-b554-4057ba0bfedf","lyft_plus","Lyft XL"
"2.44","Lyft","1544826611974","Beacon Hill","Northeastern University","9","1","08bf3307-66e4-4d6d-b70d-dfe1aaa4e7b6","lyft","Lyft"
"2.44","Lyft","1543866181072","Beacon Hill","Northeastern University","30","1","1821e6cf-df10-4131-a021-6c08eb059b2e","lyft_luxsuv","Lux Black XL"
"2.44","Lyft","1543814578105","Beacon Hill","Northeastern University","3.5","1","30ceda38-1290-4074-a7b8-6c876c6a8eed","lyft_line","Shared"
"2.44","Lyft","1544747410451","Beacon Hill","Northeastern University","16.5","1","97564359-cf39-4e55-92c2-4376469f4778","lyft_premier","Lux"
"2.44","Lyft","1543538278680","Beacon Hill","Northeastern University","22.5","1","cf227713-d0f4-4613-a085-af6168b2329c","lyft_lux","Lux Black"
"2.44","Lyft","1544866804426","Beacon Hill","Northeastern University","13.5","1","de12d4c1-44de-4a7b-98c0-c574579774dd","lyft_plus","Lyft XL"
"3.04","Lyft","1543842179401","West End","Boston University","7","1","1aa247fd-d022-409d-93b1-b387285df306","lyft_line","Shared"
"3.04","Lyft","1543330282474","West End","Boston University","16.5","1","21f24a6d-ae97-4c0f-b43e-f2247075c8a2","lyft_plus","Lyft XL"
"3.04","Lyft","1544880009834","West End","Boston University","32.5","1","81ea313a-7bd7-4f41-a769-c6e9ef260d18","lyft_luxsuv","Lux Black XL"
"3.04","Lyft","1543899482542","West End","Boston University","19.5","1","bdd34064-e66f-44f9-8529-b61f38af4520","lyft_premier","Lux"
"3.04","Lyft","1544932809267","West End","Boston University","10.5","1","c27bdecb-bf4b-415c-830e-a4da428f8369","lyft","Lyft"
"3.04","Lyft","1543608483779","West End","Boston University","22.5","1","f1d37582-0af0-49ca-a209-d19970fdf230","lyft_lux","Lux Black"
"0.71","Lyft","1543455668150","West End","Haymarket Square","7","1","1247e641-cfd2-4aa2-a8c7-f62879fcd5f0","lyft","Lyft"
"0.71","Lyft","1543441627370","West End","Haymarket Square","11","1","3b6f5700-218a-497c-94fd-9e70481bf970","lyft_premier","Lux"
"0.71","Lyft","1543419847978","West End","Haymarket Square","16.5","1","75d59a63-af1a-4058-838e-c7c86c272d49","lyft_lux","Lux Black"
"0.71","Lyft","1545022210821","West End","Haymarket Square","5","1","b7edd0e6-1d3c-4f13-9f61-aa469fa49add","lyft_line","Shared"
"0.71","Lyft","1543438748192","West End","Haymarket Square","26","1","bb9d946d-c71c-45f6-b7b1-2c5eda01f413","lyft_luxsuv","Lux Black XL"
"0.71","Lyft","1545066907431","West End","Haymarket Square","9","1","f6716f15-473f-4e42-9647-eed829aee696","lyft_plus","Lyft XL"
"3.25","Lyft","1544721313191","Northeastern University","West End","38","1","2259301b-e7f4-42c1-83c4-5a889a732df4","lyft_luxsuv","Lux Black XL"
"3.25","Lyft","1543631287357","Northeastern University","West End","22.5","1","26f760c4-0a39-4739-8bb3-e9d1aa46ae41","lyft_premier","Lux"
"3.25","Lyft","1544914210805","Northeastern University","West End","7","1","338d5827-2c88-4b26-a777-e9b222479aff","lyft_line","Shared"
"3.25","Lyft","1543238050457","Northeastern University","West End","11","1","823ebce8-b86c-46bf-978d-57d849531ead","lyft","Lyft"
"3.25","Lyft","1543610287181","Northeastern University","West End","19.5","1","9bac1350-553b-4a41-b003-d1336d444394","lyft_plus","Lyft XL"
"3.25","Lyft","1545087011469","Northeastern University","West End","26","1","acf9af4c-c4a5-4bc5-a721-3b05f4ea456c","lyft_lux","Lux Black"
"2.39","Lyft","1543447208076","Back Bay","Haymarket Square","22.5","1","187979d5-cd32-4e57-aeba-0c41579c6775","lyft_lux","Lux Black"
"2.39","Lyft","1543353144130","Back Bay","Haymarket Square","27.5","1","3e42c6d9-e382-4573-8dfb-f10fc10944f8","lyft_luxsuv","Lux Black XL"
"2.39","Lyft","1543339823577","Back Bay","Haymarket Square","16.5","1","debbfa7e-5790-440c-adb0-0afcabed91af","lyft_premier","Lux"
"2.39","Lyft","1543830783668","Back Bay","Haymarket Square","13.5","1","e5d19b33-56e8-423d-b3f7-0ee064595574","lyft_plus","Lyft XL"
"3.28","Lyft","1544756706957","Northeastern University","Financial District","38.5","1","a3728af5-8b73-4fc2-8b6d-2d76a05dad47","lyft_luxsuv","Lux Black XL"
"1.08","Lyft","1543847577735","Theatre District","South Station","34","1.25","157ab8b3-07a5-4b3b-a2b9-4d3d6f9206c5","lyft_luxsuv","Lux Black XL"
"1.08","Lyft","1543710780112","Theatre District","South Station","7","1","4674d9ad-2d6c-4315-94b2-9562e67375b5","lyft_line","Shared"
"1.08","Lyft","1544702403813","Theatre District","South Station","9","1.25","8bc00ba0-9ccc-4038-aa80-14ec69433988","lyft","Lyft"
"1.08","Lyft","1545102608299","Theatre District","South Station","13.5","1.25","b4c3be54-c6f4-40b6-8c38-ea7640dd60fa","lyft_plus","Lyft XL"
"1.08","Lyft","1544982012797","Theatre District","South Station","19.5","1.25","c4adda82-6f50-47b4-a316-2aa415057e0a","lyft_lux","Lux Black"
"1.08","Lyft","1543354403593","Theatre District","South Station","16.5","1.25","ef413b70-21c2-493e-a86f-70abff25a2ee","lyft_premier","Lux"
"3.18","Lyft","1544934603659","Boston University","Theatre District","16.5","1","2e6e999f-b958-4c93-8f71-bee68438ab07","lyft_plus","Lyft XL"
"3.18","Lyft","1544896813504","Boston University","Theatre District","27.5","1","4fddffaf-03da-4a20-be0e-c5b410fb34ce","lyft_lux","Lux Black"
"3.18","Lyft","1543332982363","Boston University","Theatre District","7","1","7d3dae80-9331-452c-a4b8-c360af2a24b5","lyft_line","Shared"
"3.18","Lyft","1544943608814","Boston University","Theatre District","10.5","1","8991d26a-dcfe-46af-b3d6-1cd28dad6faf","lyft","Lyft"
"3.18","Lyft","1543251369656","Boston University","Theatre District","32.5","1","963bd0ff-422e-4f4a-ab63-2e4634b40f6f","lyft_luxsuv","Lux Black XL"
"3.18","Lyft","1543360522180","Boston University","Theatre District","22.5","1","da35d202-c0d4-439f-90d7-b018c900fdd9","lyft_premier","Lux"
"1.08","Lyft","1543853281151","North End","North Station","5","1","1342e497-298f-44ee-a8de-e05d08fa2de3","lyft_line","Shared"
"1.08","Lyft","1544835308485","North End","North Station","27.5","1","5c3d9014-ebd4-4a66-a64b-4ff71c09f914","lyft_luxsuv","Lux Black XL"
"1.08","Lyft","1543462688000","North End","North Station","7","1","66f67f53-e9ff-43ba-bf2a-beab67412564","lyft","Lyft"
"1.08","Lyft","1543725476409","North End","North Station","10.5","1","74f1fc20-79c6-4311-b281-59112e8da055","lyft_plus","Lyft XL"
"1.08","Lyft","1543882381253","North End","North Station","13.5","1","d7b3a417-16e8-4c38-91c1-dcdc238c9741","lyft_premier","Lux"
"1.08","Lyft","1543279420655","North End","North Station","16.5","1","ec628d6d-3b88-496e-b1b0-c5e9ecf0e0d8","lyft_lux","Lux Black"
"3.14","Lyft","1543688285865","West End","Boston University","32.5","1","08a6ef78-84cc-4044-a50c-d9f8cfa9c7d6","lyft_luxsuv","Lux Black XL"
"3.14","Lyft","1544677512827","West End","Boston University","7","1","0bce686d-d33f-4e0e-a1c3-eedfb9727746","lyft_line","Shared"
"3.14","Lyft","1543793880779","West End","Boston University","19.5","1","2f51d7de-585d-4347-8f06-ddda6d8e1c59","lyft_premier","Lux"
"3.14","Lyft","1544931906160","West End","Boston University","16.5","1","5bfc70bc-7cd6-481f-ae7e-a9b858dbbd41","lyft_plus","Lyft XL"
"3.14","Lyft","1544991912778","West End","Boston University","27.5","1","c3f7a4ba-9f11-40fa-b6b5-0822f1a36909","lyft_lux","Lux Black"
"3.14","Lyft","1544936413931","West End","Boston University","10.5","1","e8632d8e-9fe4-4196-8108-85b117f7678a","lyft","Lyft"
"2.16","Lyft","1543322901896","Back Bay","South Station","19.5","1","65b60377-9cd1-4aa9-a0c2-dd0246cdfcf0","lyft_premier","Lux"
"2.16","Lyft","1545160203694","Back Bay","South Station","7","1","a3247e6e-d350-40a0-aa20-5a551679e461","lyft_line","Shared"
"2.16","Lyft","1543354222286","Back Bay","South Station","16.5","1","b874b85e-cec7-4008-9424-b6f295523504","lyft_plus","Lyft XL"
"2.16","Lyft","1543593785740","Back Bay","South Station","32.5","1","ecada3c3-4102-4685-ac0e-98c2a45cc134","lyft_luxsuv","Lux Black XL"
"2.16","Lyft","1543504077240","Back Bay","South Station","22.5","1","f78f5477-2e5a-40ec-bfa0-6b20050c91cb","lyft_lux","Lux Black"
"2.16","Lyft","1543553282185","Back Bay","South Station","10.5","1","fb84c0b7-4b37-498a-add1-2481b9a2ca89","lyft","Lyft"
"1.39","Lyft","1545150312606","Haymarket Square","Beacon Hill","27.5","1","2ca15ba3-87db-48cd-9fb5-2c14c418db97","lyft_luxsuv","Lux Black XL"
"1.39","Lyft","1543334963384","Haymarket Square","Beacon Hill","16.5","1","97584d72-fdb6-493b-bf6a-f8d8a3611146","lyft_lux","Lux Black"
"1.39","Lyft","1544857812478","Haymarket Square","Beacon Hill","5","1","c85377ac-c371-4d14-91ee-bc587d688293","lyft_line","Shared"
"1.39","Lyft","1544934005457","Haymarket Square","Beacon Hill","7","1","e63fbe37-7d55-44e1-8b8f-9b5f6f6ab2d7","lyft","Lyft"
"1.39","Lyft","1544719812817","Haymarket Square","Beacon Hill","13.5","1","f2bd5803-5548-424f-8e89-b17391fb40e4","lyft_premier","Lux"
"1.39","Lyft","1543319842301","Haymarket Square","Beacon Hill","10.5","1","f3f022d6-19d5-4717-8d16-bdb742d139cc","lyft_plus","Lyft XL"
"2.92","Lyft","1544714710965","Northeastern University","Theatre District","19.5","1","661348f7-da1d-4e0d-adef-d2418a0336be","lyft_plus","Lyft XL"
"2.92","Lyft","1543217180467","Northeastern University","Theatre District","11","1","cfb7b18e-453c-488f-b218-c54fcb6ffde9","lyft","Lyft"
"2.92","Lyft","1544862005381","Northeastern University","Theatre District","7","1","d1b935cd-1fce-4a78-9d4d-95e055b11e63","lyft_line","Shared"
"2.92","Lyft","1545099010408","Northeastern University","Theatre District","26","1","e5d57041-d405-4ce9-8307-7aca0030167b","lyft_lux","Lux Black"
"2.92","Lyft","1543705684159","Northeastern University","Theatre District","34","1","efe76b74-fc85-44c4-b0f0-09c1b5e9507f","lyft_luxsuv","Lux Black XL"
"2.92","Lyft","1543852981677","Northeastern University","Theatre District","22.5","1","fea0a0db-2642-422e-bced-b206484f8d7a","lyft_premier","Lux"
"1.76","Lyft","1543365382589","North End","Theatre District","7","1","19abfaa2-9090-446b-9d42-fa0978b90a87","lyft_line","Shared"
"1.76","Lyft","1543539782302","North End","Theatre District","16.5","1","1b88f227-619a-4ae0-abe0-b2627fa5b223","lyft_premier","Lux"
"1.76","Lyft","1544727614578","North End","Theatre District","22.5","1","6c3b9fd3-c211-42ff-ba78-dc58348ef55d","lyft_lux","Lux Black"
"1.76","Lyft","1545025210949","North End","Theatre District","13.5","1","8519b7f2-3b14-49b8-ba51-1c1f581ef423","lyft_plus","Lyft XL"
"1.76","Lyft","1543453868322","North End","Theatre District","27.5","1","93a17a2b-65cc-4207-8ae2-446ce09e8d3e","lyft_luxsuv","Lux Black XL"
"1.76","Lyft","1544967303489","North End","Theatre District","9","1","e05f78ae-9616-4039-8a4e-63a8d343a20b","lyft","Lyft"
"1.02","Lyft","1545029414274","North Station","North End","10.5","1","027cb68c-53e8-42b5-a894-d125a2d1f468","lyft_plus","Lyft XL"
"1.02","Lyft","1544763911332","North Station","North End","16.5","1","08325f16-d0fb-4bb9-98f0-287141f06538","lyft_lux","Lux Black"
"1.02","Lyft","1544905805760","North Station","North End","10.5","1","0a44d147-7a47-46e5-9e73-792aad8611ae","lyft_premier","Lux"
"1.02","Lyft","1543843677325","North Station","North End","27.5","1","1b67b9ed-0f83-4026-af7b-8d2d3af75327","lyft_luxsuv","Lux Black XL"
"1.02","Lyft","1543646279645","North Station","North End","3","1","5f0896ba-2e63-490a-b625-c5f394cdd954","lyft_line","Shared"
"1.02","Lyft","1543799280522","North Station","North End","7","1","8c53d3d5-154a-460b-afb6-aefebb5c851f","lyft","Lyft"
"3.23","Lyft","1544841008691","North Station","Fenway","11","1","4889131a-3f0f-4e7b-99d9-8871bcce05d7","lyft","Lyft"
"3.23","Lyft","1543349364061","North Station","Fenway","22.5","1","794442b7-2f10-4215-8044-eee28531d6eb","lyft_premier","Lux"
"3.23","Lyft","1544672509742","North Station","Fenway","38","1","a95c6e17-7319-4728-be2b-3e05e812dd87","lyft_luxsuv","Lux Black XL"
"3.23","Lyft","1543846681931","North Station","Fenway","30","1","b1a6271d-1680-4b68-b281-36738d80de25","lyft_lux","Lux Black"
"3.23","Lyft","1544861713494","North Station","Fenway","7","1","d8e988ed-ffc1-45f0-ad64-9cc1af8a2727","lyft_line","Shared"
"3.23","Lyft","1544904613869","North Station","Fenway","19.5","1","f1f1447a-5985-4705-a798-e0715ee638e2","lyft_plus","Lyft XL"
"3.02","Lyft","1545057606517","Fenway","West End","26","1","5339cfeb-c784-4f6c-9512-473c745c8156","lyft_lux","Lux Black"
"3.02","Lyft","1544740212111","Fenway","West End","34","1","585816f1-e3c7-4826-a5c7-972cb6412581","lyft_luxsuv","Lux Black XL"
"3.02","Lyft","1543567681001","Fenway","West End","7","1","6260c0ea-bcb2-4725-b6ac-5cbe21968444","lyft_line","Shared"
"3.02","Lyft","1543724881049","Fenway","West End","19.5","1","8abba324-81c6-47ea-809d-b693509b7931","lyft_premier","Lux"
"3.02","Lyft","1543605184687","Fenway","West End","9","1","93f6a864-dda3-4869-9a1c-d8586702d3c2","lyft","Lyft"
"3.02","Lyft","1543609087251","Fenway","West End","16.5","1","eaf8f1ab-249a-48af-8414-e6da37cc5846","lyft_plus","Lyft XL"
"0.64","Lyft","1543301661984","West End","Haymarket Square","7","1","23107a9b-7586-4648-a0e2-212915e7ac1b","lyft","Lyft"
"0.64","Lyft","1543466288666","West End","Haymarket Square","10.5","1","6675c7c5-28f9-4d06-99f0-666e220730b9","lyft_premier","Lux"
"0.64","Lyft","1543273936118","West End","Haymarket Square","10.5","1","7dbf3118-6d6c-4450-aa1c-1bed2223a9ba","lyft_plus","Lyft XL"
"0.64","Lyft","1543537683085","West End","Haymarket Square","27.5","1","a5f692cb-b333-4e4e-ba5e-905d7fb2816d","lyft_luxsuv","Lux Black XL"
"0.64","Lyft","1543452068066","West End","Haymarket Square","16.5","1","ecaae28d-ca39-4cae-a8da-d8a8bffc328f","lyft_lux","Lux Black"
"0.64","Lyft","1543620183168","West End","Haymarket Square","3","1","f8211235-cc5e-4f25-88fe-2215bca0c88d","lyft_line","Shared"
"2.07","Lyft","1543246510232","North End","Beacon Hill","7","1","0f5d4349-c469-49ca-9da2-23a6ddb764f9","lyft_line","Shared"
"2.07","Lyft","1543708081246","North End","Beacon Hill","32.5","1","148caffc-5087-4600-948b-c4d8545d98b8","lyft_luxsuv","Lux Black XL"
"2.61","Lyft","1543594077358","South Station","Back Bay","27.5","1","2cccac4a-57dc-4dbe-b531-bb529335e898","lyft_lux","Lux Black"
"2.61","Lyft","1543594982564","South Station","Back Bay","7","1","38504f2f-300c-4e1b-bff4-4b44c3b4b842","lyft_line","Shared"
"2.61","Lyft","1543471082637","South Station","Back Bay","10.5","1","3ec303ac-a8b2-4fb8-add2-c83b61c627b5","lyft","Lyft"
